,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_11,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,DAYS_EMPLOYED_ANOM,CREDIT_INCOME_RATIO,ANNUITY_INCOME_RATIO,INCOME_ANNUITY_DIFF,CREDIT_GOODS_RATIO,CREDIT_GOODS_DIFF,CREDIT_TERM,DAYS_EMPLOYED_RATIO,FLAG_CONTACTS_SUM,CNT_NON_CHILDREN,CHILDREN_INCOME_RATIO,PER_CAPITA_INCOME,FLAG_REGIONS,SUM_FLAGS_DOCUMENTS
924,101067,0,Cash loans,F,1,1,0,225000.0,450000.0,47880.0,450000.0,Unaccompanied,Working,3,Married,House / apartment,0.008068,-12093,-985.0,-3879.0,-4719,9.0,1,1,0,1,1,1,Sales staff,2.0,3,3,1,6,0,0,0,0,1,1,Self-employed,0.5228789566867131,0.19034690967624127,0.2340151665320674,1.0,1.0,1.0,0.0,-2428.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,False,1.999999999911111,0.21279999999054222,177120.0,0.9999999999777778,1e-05,9.398496238638575,0.08145207978289265,5,2.0,0.0,75000.0,2,1
925,101068,0,Cash loans,F,1,1,2,67500.0,900000.0,35824.5,900000.0,Unaccompanied,Working,1,Married,House / apartment,0.028663,-14300,-1264.0,-3049.0,-4664,64.0,1,1,0,1,0,0,Laborers,4.0,2,2,5,9,0,0,0,0,0,0,Industry: type 7,,0.3233695403077088,0.2650494299443805,0.0,0.0,0.0,0.0,-2877.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,13.333333331358023,0.5307333332547062,31675.5,0.9999999999888889,1e-05,25.12247204423719,0.0883916084534207,3,2.0,2.9629629625240054e-05,13500.0,0,1
926,101069,0,Cash loans,M,1,1,0,225000.0,679500.0,45724.5,679500.0,Family,Working,1,Married,House / apartment,0.02461,-18735,-1717.0,-11293.0,-2269,3.0,1,1,1,1,1,0,Sales staff,2.0,2,2,2,16,0,0,0,0,1,1,Trade: type 7,,0.5109120741947333,0.5262949398096192,0.0,0.0,0.0,0.0,-721.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,1.0,2.0,False,3.019999999865778,0.20321999999096801,179275.5,0.9999999999852833,1e-05,14.860742049697482,0.09164665070277377,5,2.0,0.0,75000.0,2,1
927,101070,0,Cash loans,M,1,1,0,157500.0,1125000.0,33025.5,1125000.0,Unaccompanied,Working,3,Married,House / apartment,0.019101,-20426,-375.0,-5118.0,-3157,13.0,1,1,0,1,0,0,Drivers,2.0,2,2,3,11,0,0,0,0,1,1,Transport: type 3,,0.4146332352864123,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,False,7.142857142403629,0.20968571427240093,124474.5,0.999999999991111,1e-05,34.06458644560579,0.018358954282952585,3,2.0,0.0,52500.0,2,1
928,101071,0,Cash loans,M,1,1,0,135000.0,414792.0,20083.5,315000.0,Unaccompanied,Commercial associate,1,Civil marriage,House / apartment,0.011703,-15241,-184.0,-3843.0,-4277,15.0,1,1,0,1,0,0,Core staff,2.0,2,2,2,13,0,0,0,0,1,1,Self-employed,,0.7106327285967036,0.520897599048938,0.0,0.0,0.0,0.0,-390.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0725333331057385,0.14876666665564692,114916.5,1.3167999999581967,99792.00001,20.65337216090155,0.012072698649742601,3,2.0,0.0,45000.0,2,1
929,101072,0,Cash loans,F,0,1,0,180000.0,945000.0,31360.5,945000.0,Unaccompanied,Working,3,Single / not married,House / apartment,0.026392,-17660,-6587.0,-5582.0,-1149,,1,1,0,1,1,0,Core staff,1.0,2,2,4,16,0,0,0,0,0,0,Government,,0.7687604167915286,0.23791607950711405,0.0,0.0,0.0,0.0,-1860.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.249999999708334,0.17422499999032084,148639.5,0.999999999989418,1e-05,30.133448117812712,0.3729898076857247,4,1.0,0.0,90000.0,0,1
930,101073,1,Cash loans,F,1,0,0,540000.0,485640.0,44671.5,450000.0,Unaccompanied,Working,1,Married,House / apartment,0.008473999999999999,-14122,-1397.0,-6768.0,-2999,18.0,1,1,0,1,0,0,Managers,2.0,2,2,3,10,0,0,0,0,0,0,Trade: type 3,0.7958510848616179,0.2865009592694596,0.2340151665320674,0.0,0.0,0.0,0.0,-2329.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.8993333333166791,0.08272499999846807,495328.5,1.0791999999760178,35640.00001,10.871360932390592,0.09892366527327834,3,2.0,0.0,180000.0,0,1
931,101074,0,Cash loans,M,1,1,0,173250.0,765261.0,39204.0,684000.0,Unaccompanied,Commercial associate,1,Single / not married,House / apartment,0.030755,-15787,-5542.0,-3501.0,-2928,14.0,1,1,0,1,0,0,Drivers,1.0,2,2,3,16,0,0,0,0,0,0,Business Entity Type 3,0.2405568391561073,0.6300926656844718,0.7801436381572275,5.0,1.0,5.0,1.0,-1435.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,4.417090908835955,0.22628571427265307,134046.0,1.1188026315625907,81261.00001,19.519972446811554,0.3510483311275406,3,1.0,0.0,86625.0,0,1
932,101075,0,Cash loans,F,0,1,0,121500.0,533668.5,37273.5,477000.0,Unaccompanied,Working,1,Single / not married,House / apartment,0.072508,-16265,-2336.0,-2681.0,-4344,,1,1,0,1,0,0,Cooking staff,1.0,1,1,1,15,0,0,0,0,0,0,Self-employed,,0.683801833453737,0.6785676886853644,0.0,0.0,0.0,0.0,-1151.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,False,4.392333332971824,0.30677777775252857,84226.5,1.1188018867689977,56668.50001,14.317638532920803,0.14362127275968106,3,1.0,0.0,60750.0,0,1
933,101076,1,Cash loans,F,0,1,0,126000.0,324216.0,25744.5,256500.0,Unaccompanied,Working,1,Widow,House / apartment,0.008473999999999999,-16015,-2891.0,-1238.0,-4859,,1,1,0,1,0,0,XNA,1.0,2,2,1,14,0,0,0,0,0,0,Business Entity Type 3,,0.5788915109956365,0.1117563710719636,0.0,0.0,0.0,0.0,-2413.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,False,2.5731428569386394,0.20432142855521257,100255.5,1.2639999999507212,67716.00001,12.593602512150712,0.1805182642400988,3,1.0,0.0,63000.0,0,1
934,101077,0,Cash loans,M,1,1,0,202500.0,720000.0,46143.0,720000.0,Unaccompanied,Commercial associate,3,Married,House / apartment,0.026392,-16360,-1085.0,-7029.0,-2640,3.0,1,1,0,1,0,0,Drivers,2.0,2,2,3,11,0,0,0,0,0,0,Business Entity Type 3,,0.5650856255453044,,3.0,0.0,3.0,0.0,-505.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,3.5555555553799727,0.227866666655414,156357.0,0.9999999999861112,1e-05,15.603666858330913,0.06632029343907109,3,2.0,0.0,67500.0,0,1
935,101078,0,Cash loans,F,0,0,1,90000.0,225000.0,10620.0,225000.0,Unaccompanied,Working,1,Married,House / apartment,0.028663,-13670,-1179.0,-1371.0,-1224,,1,1,0,1,0,0,XNA,3.0,2,2,0,9,0,0,0,0,0,0,Business Entity Type 3,,0.4399279899664719,0.4578995512067301,0.0,0.0,0.0,0.0,-449.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,False,2.499999999722222,0.11799999998688888,79380.0,0.9999999999555556,1e-05,21.186440658016533,0.08624725682973464,3,2.0,1.1111111109876542e-05,22500.0,0,1
936,101080,0,Cash loans,F,0,0,0,90000.0,207396.0,16515.0,157500.0,Unaccompanied,Commercial associate,1,Civil marriage,Rented apartment,0.008068,-8935,-264.0,-3808.0,-1602,,1,1,1,1,0,0,Sales staff,2.0,3,3,2,8,0,0,0,1,1,0,Business Entity Type 3,0.23454844554090185,0.08932422304822389,,0.0,0.0,0.0,0.0,-611.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,2.3043999997439553,0.1834999999796111,73485.0,1.3167999999163937,49896.00001,12.558038139534945,0.02954672639009147,4,2.0,0.0,30000.0,2,1
937,101081,0,Cash loans,M,0,1,0,117000.0,1061599.5,31171.5,927000.0,Unaccompanied,Working,1,Married,House / apartment,0.025164,-20836,-3003.0,-2423.0,-4352,,1,1,0,1,0,0,Laborers,2.0,2,2,5,12,0,0,0,0,0,0,Business Entity Type 3,,0.16214456766623808,0.5316861425197883,1.0,0.0,1.0,0.0,-834.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,False,9.073499999224486,0.2664230769003057,85828.5,1.1451990291138598,134599.50001,34.05673450618137,0.14412555199852445,3,2.0,0.0,39000.0,0,1
938,101082,0,Cash loans,F,0,1,1,270000.0,545040.0,26640.0,450000.0,Unaccompanied,Working,1,Married,House / apartment,0.002506,-14562,-2149.0,-2202.0,-4519,,1,1,0,1,0,0,Core staff,3.0,2,2,5,9,0,0,0,0,0,0,Self-employed,,0.6529433915642018,,1.0,0.0,1.0,0.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,2.0186666665919013,0.09866666666301234,243360.0,1.2111999999730845,95040.00001,20.459459451779484,0.14757588253507478,3,2.0,3.7037037035665293e-06,67500.0,0,1
939,101083,0,Cash loans,F,0,0,0,117000.0,450000.0,20979.0,450000.0,Unaccompanied,State servant,3,Married,House / apartment,0.018209,-10476,-1235.0,-615.0,-1389,,1,1,1,1,0,0,XNA,2.0,3,3,3,17,0,0,0,0,0,0,Business Entity Type 3,,0.5490998669171783,0.6940926425266661,2.0,0.0,2.0,0.0,-1279.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.846153845825115,0.17930769229236687,96021.0,0.9999999999777778,1e-05,21.45002143979693,0.11788850717629677,4,2.0,0.0,39000.0,0,1
940,101084,0,Cash loans,M,1,1,1,157500.0,531706.5,28975.5,459000.0,Unaccompanied,Working,1,Married,House / apartment,0.010147,-10867,-1344.0,-3517.0,-3555,4.0,1,1,0,1,0,1,Laborers,3.0,2,2,0,15,0,0,0,1,0,1,Self-employed,0.43957654006534974,0.04210266991833258,0.7076993447402619,0.0,0.0,0.0,0.0,-1646.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,False,3.375914285499942,0.18397142855974785,128524.5,1.158401960759076,72706.50001,18.350209653552067,0.12367718793013452,4,2.0,6.349206348803225e-06,39375.0,2,1
941,101085,0,Cash loans,F,1,1,0,182250.0,900000.0,48082.5,900000.0,Unaccompanied,Working,1,Married,House / apartment,0.04622,-13233,-4459.0,-6945.0,-5154,5.0,1,1,1,1,0,0,Medicine staff,2.0,1,1,5,11,0,0,0,0,1,1,Other,0.7082750104502049,0.6977062252562043,0.5298898341969072,1.0,0.0,1.0,0.0,-1073.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,4.93827160466731,0.26382716047935106,134167.5,0.9999999999888889,1e-05,18.717828727974247,0.3369606289858389,4,2.0,0.0,60750.0,2,1
942,101086,0,Cash loans,M,1,0,0,135000.0,225000.0,23053.5,225000.0,Unaccompanied,Working,1,Single / not married,House / apartment,0.018029,-8587,-942.0,-6214.0,-1192,12.0,1,1,0,1,1,0,Drivers,1.0,3,2,4,13,0,0,0,0,0,0,Business Entity Type 3,0.08041680623802706,0.4988866386732695,0.5370699579791587,1.0,0.0,1.0,0.0,-25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.66666666654321,0.1707666666540173,111946.5,0.9999999999555556,1e-05,9.759906300665882,0.10970071050390207,4,1.0,0.0,67500.0,0,1
943,101088,0,Cash loans,F,0,0,0,166500.0,225000.0,14377.5,225000.0,Family,Working,1,Married,House / apartment,0.019101,-17650,-5086.0,-8574.0,-1189,,1,1,1,1,1,0,XNA,2.0,2,2,3,18,0,0,0,0,0,0,Business Entity Type 3,,0.5835115836898781,0.5709165417729987,1.0,0.0,1.0,0.0,-2408.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,1.3513513512701891,0.08635135134616509,152122.5,0.9999999999555556,1e-05,15.649452258285896,0.2881586403898916,5,2.0,0.0,55500.0,0,1
944,101089,0,Cash loans,F,0,0,0,157500.0,562500.0,15786.0,562500.0,Unaccompanied,State servant,1,Widow,House / apartment,0.01885,-19642,-9868.0,-10528.0,-3193,,1,1,1,1,1,0,Medicine staff,1.0,2,2,2,17,0,0,0,0,0,0,Medicine,,0.4939503253502717,0.4632753280912678,0.0,0.0,0.0,0.0,-2150.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,3.5714285712018143,0.10022857142220772,141714.0,0.9999999999822223,1e-05,35.632839202056985,0.5023928319429757,5,1.0,0.0,78750.0,0,1
945,101091,0,Cash loans,M,0,0,0,157500.0,1024740.0,52321.5,900000.0,Family,Pensioner,1,Married,House / apartment,0.014464,-20289,,-9834.0,-2464,,1,0,0,1,1,0,XNA,2.0,2,2,5,11,0,0,0,0,0,0,XNA,,0.7342860604050875,,6.0,0.0,6.0,0.0,-1642.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,6.506285713872617,0.332199999978908,105178.5,1.1385999999873488,124740.00001,19.585447661174573,,3,2.0,0.0,52500.0,0,1
946,101093,1,Cash loans,F,0,1,0,166500.0,152820.0,17370.0,135000.0,Unaccompanied,Commercial associate,1,Married,House / apartment,0.011703,-9082,-1247.0,-6104.0,-692,,1,1,0,1,0,0,High skill tech staff,2.0,2,2,1,16,0,0,0,0,1,1,Industry: type 1,0.12743618889571018,0.2972843676473985,0.09141199381412644,0.0,0.0,0.0,0.0,-82.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0,False,0.9178378377827126,0.1043243243180586,149130.0,1.1319999999161483,17820.00001,8.797927456074884,0.13730455861848112,3,2.0,0.0,55500.0,2,1
947,101094,0,Cash loans,F,0,1,0,112500.0,819432.0,23958.0,684000.0,Other_B,Working,1,Widow,House / apartment,0.028663,-23643,-3326.0,-1668.0,-4414,,1,1,1,1,0,0,Sales staff,1.0,2,2,5,9,0,0,0,0,0,0,Business Entity Type 2,,0.5924959277437121,,0.0,0.0,0.0,0.0,-2119.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,7.283839999352548,0.2129599999810702,88542.0,1.1979999999824855,135432.00001,34.202854981967256,0.14067588721426041,4,1.0,0.0,56250.0,0,1
948,101095,0,Cash loans,F,0,0,0,67500.0,450000.0,19822.5,450000.0,Unaccompanied,Working,1,Single / not married,House / apartment,0.0105,-21192,-10269.0,-10389.0,-4738,,1,1,0,1,1,0,High skill tech staff,1.0,3,3,4,12,0,0,0,0,0,0,Business Entity Type 2,,0.6026710134844642,0.6894791426446275,0.0,0.0,0.0,0.0,-1744.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.666666665679012,0.2936666666231605,47677.5,0.9999999999777778,1e-05,22.701475584461356,0.48456964915277917,4,1.0,0.0,33750.0,0,1
949,101096,1,Cash loans,M,0,1,0,112500.0,550980.0,35343.0,450000.0,Unaccompanied,Working,1,Single / not married,House / apartment,0.018029,-8824,-757.0,-1314.0,-1386,,1,1,0,1,0,0,Laborers,1.0,3,3,1,6,0,0,0,0,1,1,Transport: type 2,0.10020689561113462,0.035763480092538574,0.4578995512067301,2.0,0.0,2.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,False,4.897599999564657,0.31415999997207467,77157.0,1.224399999972791,100980.00001,15.58950852627408,0.08578875803013232,3,1.0,0.0,56250.0,2,1
950,101098,0,Cash loans,F,1,0,1,180000.0,1096020.0,59589.0,900000.0,Unaccompanied,Working,3,Civil marriage,House / apartment,0.019689,-11215,-298.0,-5056.0,-3702,8.0,1,1,0,1,0,1,Sales staff,3.0,2,2,3,7,0,0,0,0,0,0,Business Entity Type 3,,0.7190967411117091,0.4596904504249018,0.0,0.0,0.0,0.0,-1554.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,False,6.088999999661723,0.33104999998160833,120411.0,1.217799999986469,196020.00001,18.39299199208025,0.026571555975543074,4,2.0,5.555555555246914e-06,45000.0,0,1
951,101100,0,Cash loans,F,0,0,0,135000.0,315000.0,17086.5,315000.0,Unaccompanied,Working,3,Single / not married,House / apartment,0.008865999999999999,-10769,-477.0,-4598.0,-3447,,1,1,0,1,0,0,Core staff,1.0,2,2,1,16,0,0,0,0,0,0,Legal Services,,0.7974668019357112,0.4848514754962666,3.0,2.0,3.0,2.0,-2174.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,False,2.333333333160494,0.12656666665729138,117913.5,0.999999999968254,1e-05,18.43560704741427,0.04429380633698004,3,1.0,0.0,67500.0,0,1
952,101101,0,Revolving loans,M,0,1,0,247500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,1,Married,House / apartment,0.010032,-19419,-1523.0,-2078.0,-2178,,1,1,0,1,0,0,Drivers,2.0,2,2,2,6,0,0,0,0,0,0,Self-employed,0.4118725112740185,0.3193064951067591,,2.0,0.0,2.0,0.0,-708.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,1.0909090908650139,0.054545454543250695,234000.0,0.9999999999629628,1e-05,19.999999985185184,0.07842834341543248,3,2.0,0.0,82500.0,0,0
953,101102,0,Cash loans,F,0,1,2,90000.0,500211.0,28062.0,463500.0,Unaccompanied,Commercial associate,3,Married,House / apartment,0.005084,-13141,-168.0,-1145.0,-4302,,1,1,0,1,0,0,Accountants,4.0,2,2,6,12,0,0,0,0,1,1,Business Entity Type 3,,0.6930975012798511,0.7091891096653581,0.0,0.0,0.0,0.0,-1141.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,5.557899999382455,0.31179999996535557,61938.0,1.0792038834718618,36711.00001,17.825208460613922,0.012784415198831455,3,2.0,2.2222222219753085e-05,18000.0,2,1
954,101103,0,Cash loans,F,0,0,0,193500.0,715095.0,55341.0,675000.0,Unaccompanied,Commercial associate,2,Married,House / apartment,0.011657,-11742,-1866.0,-739.0,-1390,,1,1,1,1,1,0,XNA,2.0,1,1,0,20,1,1,0,1,1,0,Trade: type 3,,0.7054206117920669,0.3376727217405312,0.0,0.0,0.0,0.0,-551.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,False,3.695581395157851,0.28599999998521963,138159.0,1.0593999999843053,40095.00001,12.921613268115571,0.1589167093841907,5,2.0,0.0,64500.0,4,1
955,101104,0,Cash loans,F,0,1,0,124200.0,538704.0,23859.0,481500.0,Unaccompanied,Pensioner,1,Civil marriage,House / apartment,0.035792000000000004,-22925,,-6477.0,-4635,,1,0,0,1,0,0,XNA,2.0,2,2,4,11,0,0,0,0,0,0,XNA,,0.5823047200093102,0.6658549219640212,2.0,1.0,2.0,0.0,-359.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,True,4.3373913039986,0.1921014492598952,100341.0,1.118803738294521,57204.00001,22.578649556738064,,2,2.0,0.0,41400.0,0,1
956,101105,0,Cash loans,F,0,1,0,112500.0,157500.0,9171.0,157500.0,Unaccompanied,Commercial associate,1,Civil marriage,House / apartment,0.018209,-10453,-805.0,-6451.0,-3118,,1,1,0,1,0,0,Sales staff,2.0,3,3,4,9,0,0,0,0,0,0,Business Entity Type 3,0.22589106264769546,0.4755406638212493,0.4956658291397297,0.0,0.0,0.0,0.0,-617.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,1.3999999998755555,0.08151999999275378,103329.0,0.999999999936508,1e-05,17.17369968686763,0.07701138436526489,3,2.0,0.0,37500.0,0,1
957,101106,0,Cash loans,M,0,1,0,157500.0,824242.5,42273.0,666000.0,Family,Working,1,Married,House / apartment,0.018801,-19452,-2273.0,-11406.0,-2996,,1,1,0,1,0,0,Low-skill Laborers,2.0,2,2,0,14,0,0,0,0,0,0,Business Entity Type 3,,0.3617482564267205,0.3296550543128238,1.0,0.0,1.0,0.0,-1682.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,False,5.2332857139534426,0.26839999998295877,115227.0,1.2376013513327688,158242.50001,19.498083878717363,0.11685173767060032,3,2.0,0.0,52500.0,0,1
958,101108,0,Cash loans,M,0,1,0,180000.0,450000.0,22018.5,450000.0,Unaccompanied,Working,3,Single / not married,House / apartment,0.016612000000000002,-11239,-387.0,-4013.0,-79,,1,1,0,1,0,0,Managers,1.0,2,2,3,16,0,0,0,0,0,0,Business Entity Type 3,0.6877474746599473,0.7178361282252773,0.3791004853998145,0.0,0.0,0.0,0.0,-1554.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,False,2.499999999861111,0.12232499999320418,157981.5,0.9999999999777778,1e-05,20.43735948387158,0.034433668506480705,3,1.0,0.0,90000.0,0,1
959,101109,0,Cash loans,M,1,0,0,135000.0,781920.0,37746.0,675000.0,Unaccompanied,Working,1,Married,House / apartment,0.004849,-13461,-3164.0,-4989.0,-3843,13.0,1,1,1,1,0,0,Drivers,2.0,2,2,6,10,0,0,0,0,0,0,Agriculture,,0.2810034914316457,,0.0,0.0,0.0,0.0,-549.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,5.7919999995709635,0.2795999999792889,97254.0,1.1583999999828385,106920.00001,20.71530757677229,0.23504940215069414,4,2.0,0.0,45000.0,0,1
960,101110,0,Cash loans,F,1,0,2,135000.0,755190.0,31995.0,675000.0,Unaccompanied,Commercial associate,3,Married,House / apartment,0.02461,-13529,-3764.0,-7014.0,-2108,13.0,1,1,0,1,0,0,XNA,4.0,2,2,4,15,0,0,0,0,0,0,Self-employed,,0.6554465501818523,0.6738300778602003,6.0,0.0,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,False,5.59399999958563,0.23699999998244448,103005.0,1.1187999999834253,80190.00001,23.603375520048953,0.2782171633366968,3,2.0,1.4814814813717423e-05,27000.0,0,1
961,101111,0,Cash loans,F,1,1,0,225000.0,854896.5,43780.5,702000.0,Unaccompanied,Commercial associate,1,Married,With parents,0.0228,-10209,-3268.0,-2388.0,-154,5.0,1,1,0,1,0,1,Accountants,2.0,2,2,4,9,0,0,0,0,0,0,Business Entity Type 3,,0.4327642376052069,0.7121551551910698,0.0,0.0,0.0,0.0,-442.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,3.799539999831132,0.194579999991352,181219.5,1.2178012820339346,152896.50001,19.52687840030907,0.32010970743472394,4,2.0,0.0,75000.0,0,1
962,101112,0,Cash loans,F,0,1,0,202500.0,247500.0,11596.5,247500.0,Family,Commercial associate,1,Married,House / apartment,0.018634,-15521,-1917.0,-9619.0,-4167,,1,1,0,1,0,1,Accountants,2.0,2,2,5,15,0,0,0,0,0,0,Self-employed,,0.4580982326055676,0.5082869913916046,0.0,0.0,0.0,0.0,-2344.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,False,1.2222222221618657,0.057266666663838686,190903.5,0.999999999959596,1e-05,21.342646469760147,0.12351008319277758,4,2.0,0.0,67500.0,0,1
963,101113,0,Cash loans,F,0,1,0,400500.0,1125000.0,45949.5,1125000.0,Unaccompanied,State servant,3,Separated,House / apartment,0.031329,-18591,-9288.0,-9090.0,-2125,,1,1,0,1,0,0,High skill tech staff,1.0,2,2,1,8,0,0,0,0,0,0,Industry: type 11,0.819097044058422,0.5790247751095708,0.4848514754962666,0.0,0.0,0.0,0.0,-2024.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.808988763974807,0.114730337075787,354550.5,0.999999999991111,1e-05,24.483400249299034,0.4995965792585641,3,1.0,0.0,200250.0,0,1
